learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course,days_since_last_login_invalid
L-00523,2026-03-07,25.0,2,High School,2.2,2.52,3,2,35.6,0.0,Laptop,instagram,paid,10.0,Y,75.0,requested extension,1.0,0
L-01307,2026-04-27,26.0,1,Diploma,7.3,1.83,2,3,41.5,-1.0,Tablet,youtube,scholarship,9.0,FALSE,,,0.0,0
L-02315,2026-03-22,17.0,1,Diploma,5.9,3.11,7,3,45.5,0.0,Mobile,instagram,paid,14.0,yes,73.5,called on phone,1.0,0
L-02156,2026-02-15,22.0,1,High School,9.4,1.08,3,6,40.4,0.0,Desktop,school_partner,paid,2.0,Y,80.2,duplicate?  check,1.0,0
L-00280,2026-04-03,22.0,2,Other,7.0,3.13,3,5,43.4,1.0,Laptop,instagram,scholarship,11.0,0,,called on phone,0.0,0
L-00466,2026-02-21,16.0,3,Diploma,7.1,1.28,0,1,57.5,0.0,Mobile,youtube,free,21.0,N,,asked about certificate,0.0,0
L-02767,2026-04-04,15.0,2,Bachelors,9.6,5.26,6,5,53.3,0.0,Mobile,youtube,free,18.0,No,,called on phone,0.0,0
L-02664,2026-04-27,23.0,2,High School,6.5,1.06,3,2,20.9,0.0,Laptop,instagram,paid,20.0,0,,requested extension,0.0,0
L-01477,2026-02-17,22.0,2,High School,8.7,4.38,3,8,62.9,1.0,Mobile,instagram,scholarship,8.0,N,,,0.0,0
L-00526,2026-04-23,16.0,2,Bachelors,9.2,6.37,5,7,74.4,0.0,Desktop,school_partner,paid,10.0,TRUE,72.7,-,1.0,0
L-00512,2026-05-20,20.0,2,Diploma,7.9,3.2,7,1,85.5,0.0,Mobile,ngo_outreach,scholarship,12.0,Y,77.0,asked about certificate,1.0,0
L-00484,2026-02-13,19.0,1,High School,12.5,0.95,1,5,0.0,0.0,Mobile,friend,free,12.0,no,,,0.0,1
L-01640,2026-02-23,17.0,2,High School,10.0,2.83,4,9,77.3,1.0,Laptop,school_partner,free,12.0,Yes,76.6,-,1.0,1
L-01565,2026-01-09,22.0,3,Diploma,4.3,3.98,0,2,45.5,0.0,Mobile,instagram,paid,9.0,0,,,0.0,0
L-01306,2026-01-06,23.0,2,High School,4.8,4.63,5,11,70.9,0.0,Laptop,youtube,scholarship,19.0,Yes,73.9,asked about certificate,1.0,0
L-02692,2026-04-01,27.0,1,Bachelors,6.9,2.94,6,0,74.8,-1.0,Tablet,youtube,paid,1.0,TRUE,79.5,,1.0,0
L-02521,2026-03-15,22.0,1,Other,3.3,3.31,5,4,42.0,0.0,Laptop,school_partner,paid,12.0,1,71.0,follow up next intake,1.0,1
L-02465,2026-02-23,23.0,2,Diploma,10.1,4.59,8,7,54.7,0.0,Mobile,instagram,scholarship,4.0,TRUE,74.7,asked about certificate,1.0,0
L-02166,2026-01-16,15.0,2,Bachelors,3.4,1.6,0,3,17.6,0.0,Laptop,school_partner,scholarship,12.0,N,39.4,,0.0,1
L-02561,2026-05-25,19.0,2,High School,1.0,0.71,3,4,53.6,0.0,Laptop,friend,paid,12.0,No,,requested extension,0.0,1
L-01701,2026-03-15,17.0,2,Diploma,9.0,1.5,5,8,75.2,0.0,Mobile,ngo_outreach,scholarship,3.0,yes,69.9,,1.0,0
L-00093,2026-03-03,17.0,2,Bachelors,5.7,3.17,7,9,65.5,1.0,Mobile,instagram,scholarship,2.0,Y,85.9,,1.0,0
L-01897,2026-05-02,21.0,3,High School,12.2,3.38,3,0,24.8,0.0,Mobile,school_partner,free,19.0,No,,,0.0,0
L-02754,2026-05-12,15.0,Unknown,Diploma,12.6,3.27,5,5,64.0,0.0,Mobile,school_partner,scholarship,12.0,Yes,77.3,requested extension,1.0,0
L-00992,2026-05-15,18.0,1,Bachelors,14.0,2.49,0,4,26.0,0.0,Laptop,instagram,free,12.0,FALSE,,duplicate?  check,0.0,1
L-00693,2026-05-26,27.0,1,Diploma,3.1,3.13,4,9,48.9,-1.0,Mobile,friend,scholarship,17.0,FALSE,,-,0.0,0
L-02710,2026-01-26,15.0,2,Diploma,6.5,3.32,5,5,87.7,1.0,Laptop,youtube,scholarship,5.0,Y,61.5,-,1.0,0
L-00549,2026-03-19,15.0,2,Bachelors,7.5,3.36,3,2,45.5,1.0,Laptop,instagram,free,12.0,1,71.2,called on phone,1.0,1
L-00980,2026-01-23,21.0,1,Bachelors,5.5,1.64,0,2,26.3,1.0,Desktop,instagram,scholarship,12.0,0,,-,0.0,1
L-00491,2026-02-13,15.0,3,High School,10.7,5.25,9,9,57.5,0.0,Mobile,ngo_outreach,scholarship,12.0,Yes,83.5,asked about certificate,1.0,0
L-02776,2026-04-12,19.0,3,Bachelors,7.6,4.28,1,4,29.5,0.0,Mobile,school_partner,scholarship,12.0,No,,requested extension,0.0,1
L-00012,2026-01-17,21.0,2,High School,3.6,1.52,6,3,60.2,0.0,Mobile,instagram,scholarship,2.0,yes,81.3,duplicate?  check,1.0,0
L-02682,2026-05-08,15.0,3,Diploma,7.1,1.5,1,1,50.8,1.0,Mobile,instagram,paid,20.0,no,61.0,,0.0,0
L-01415,2026-02-22,18.0,2,Diploma,10.5,3.82,6,5,39.9,0.0,Mobile,school_partner,paid,13.0,TRUE,80.5,,1.0,0
L-00629,2026-02-28,25.0,3,High School,2.6,3.51,2,1,31.3,0.0,Mobile,instagram,paid,15.0,no,,,0.0,0
L-01637,2026-03-19,17.0,2,Other,3.3,2.61,1,3,45.5,0.0,Mobile,friend,free,12.0,N,,,0.0,1
L-00230,2026-04-18,19.0,2,High School,9.3,3.17,0,3,31.3,1.0,Mobile,friend,paid,13.0,1,88.5,,1.0,0
L-01040,2026-04-04,15.0,3,Bachelors,9.4,5.41,5,2,97.5,0.0,Mobile,friend,free,9.0,No,,follow up next intake,0.0,0
L-02203,2026-02-06,20.0,1,Bachelors,2.5,6.8,6,4,45.3,1.0,Laptop,ngo_outreach,scholarship,15.0,1,74.1,,1.0,0
L-00610,2026-06-23,16.0,2,Unknown,8.4,2.5,4,3,10.5,0.0,Laptop,friend,paid,16.0,N,,,0.0,0
L-00655,2026-02-03,29.0,3,Diploma,3.7,3.9,2,1,26.9,0.0,Laptop,ngo_outreach,paid,12.0,0,,-,0.0,1
L-01624,2026-06-26,25.0,3,Bachelors,3.4,0.0,4,2,33.6,0.0,Mobile,friend,free,12.0,FALSE,,,0.0,1
L-00389,2026-04-18,20.0,2,High School,3.0,2.41,1,3,27.6,1.0,Mobile,school_partner,free,12.0,N,,,0.0,1
L-00612,2026-04-03,24.0,3,High School,10.1,4.26,3,3,48.7,0.0,Mobile,friend,free,1.0,TRUE,71.6,,1.0,0
L-00211,2026-03-09,15.0,1,High School,12.8,5.1,4,5,80.9,1.0,Mobile,youtube,free,6.0,0,44.2,called on phone,0.0,0
L-01206,2026-06-19,30.0,Unknown,High School,9.4,3.0,2,4,31.4,0.0,Mobile,friend,free,19.0,0,,asked about certificate,0.0,0
L-02525,2026-03-03,21.0,3,Unknown,1.1,0.29,1,3,0.0,1.0,Desktop,ngo_outreach,free,12.0,0,,-,0.0,1
L-02085,2026-02-20,24.0,2,High School,10.7,3.86,3,1,54.9,0.0,Laptop,friend,free,12.0,0,,,0.0,1
L-01756,2026-02-02,22.0,1,Diploma,7.9,3.91,0,2,37.5,1.0,Mobile,school_partner,free,12.0,FALSE,,called on phone,0.0,1
L-01859,2026-05-20,21.0,2,Unknown,7.1,4.49,6,11,60.8,0.0,Mobile,instagram,scholarship,4.0,Y,81.0,duplicate?  check,1.0,0
L-02139,2026-03-24,22.0,2,High School,13.1,5.06,7,1,75.9,1.0,Mobile,instagram,free,10.0,1,80.8,,1.0,0
L-01223,2026-04-02,15.0,2,Bachelors,7.8,3.18,5,1,27.5,0.0,Mobile,other,paid,20.0,N,,,0.0,0
L-02725,2026-01-14,20.0,2,Masters,9.5,2.82,3,3,51.3,0.0,Mobile,school_partner,scholarship,19.0,N,,,0.0,0
L-00239,2026-04-25,25.0,1,Diploma,10.0,3.42,5,0,37.8,1.0,Mobile,other,free,8.0,yes,74.5,-,1.0,0
L-02737,2026-02-05,21.0,3,Bachelors,13.1,3.89,3,2,30.2,1.0,Mobile,school_partner,scholarship,2.0,No,,,0.0,0
L-00022,2026-01-20,19.0,2,Other,5.0,6.52,0,7,41.4,0.0,Desktop,instagram,free,12.0,No,,duplicate?  check,0.0,0
L-02262,2026-04-15,15.0,3,Diploma,11.0,2.94,3,4,24.1,0.0,Laptop,instagram,scholarship,21.0,0,,follow up next intake,0.0,0
L-02282,2026-03-18,19.0,2,Diploma,9.4,2.86,2,5,86.1,0.0,Laptop,school_partner,scholarship,12.0,TRUE,85.3,follow up next intake,1.0,1
L-02758,2026-01-27,21.0,2,High School,7.9,4.12,5,11,74.9,0.0,Mobile,school_partner,scholarship,19.0,N,,-,0.0,0
L-00201,2026-02-18,20.0,Unknown,Diploma,7.2,2.63,6,8,45.5,1.0,Laptop,instagram,paid,11.0,yes,75.6,follow up next intake,1.0,0
L-02555,2026-02-05,24.0,3,Other,4.2,0.54,3,5,18.0,0.0,Mobile,instagram,paid,12.0,TRUE,,,0.0,1
L-00997,2026-03-07,22.0,1,High School,5.7,2.48,5,6,34.2,0.0,Desktop,instagram,paid,16.0,N,,,0.0,0
L-00546,2026-06-25,26.0,2,High School,5.2,3.31,1,5,13.3,1.0,Laptop,youtube,scholarship,2.0,yes,72.3,,1.0,0
L-00277,2026-03-07,26.0,1,Bachelors,11.7,3.87,4,6,51.6,1.0,Laptop,school_partner,free,3.0,FALSE,,,0.0,0
L-00929,2026-03-10,17.0,2,High School,7.1,0.42,1,2,2.1,0.0,Mobile,friend,paid,9.0,0,,requested extension,0.0,0
L-01054,2026-01-05,17.0,2,Bachelors,5.0,3.88,4,4,52.3,0.0,Mobile,school_partner,free,12.0,0,,,0.0,1
L-02277,2026-02-26,21.0,2,High School,9.3,4.35,2,4,57.0,0.0,Laptop,other,paid,17.0,FALSE,,,0.0,0
L-00018,2026-05-26,19.0,3,High School,4.4,2.77,5,6,87.4,1.0,Mobile,ngo_outreach,free,17.0,FALSE,,,0.0,0
L-00913,2026-05-07,26.0,1,Bachelors,5.6,4.2,1,2,43.3,0.0,Laptop,school_partner,free,12.0,0,,follow up next intake,0.0,1
L-00346,2026-02-02,22.0,1,Bachelors,11.2,1.67,2,1,32.8,1.0,Mobile,instagram,free,14.0,FALSE,,requested extension,0.0,0
L-00765,2026-02-02,23.0,2,Diploma,5.2,1.15,6,0,60.1,0.0,Mobile,school_partner,free,12.0,N,,requested extension,0.0,1
L-01571,2026-03-24,18.0,3,High School,7.0,5.28,7,8,70.7,0.0,Mobile,school_partner,free,8.0,No,80.1,,1.0,0
L-01630,2026-02-23,27.0,2,Bachelors,5.6,0.0,0,4,26.3,0.0,Laptop,other,scholarship,12.0,N,47.8,called on phone,0.0,1
L-01343,2026-05-03,19.0,3,Diploma,8.7,3.54,6,2,72.6,0.0,Laptop,school_partner,scholarship,4.0,TRUE,76.3,duplicate?  check,1.0,0
L-01164,2026-06-12,16.0,3,Bachelors,4.2,1.64,0,1,45.5,1.0,Mobile,school_partner,paid,12.0,0,,,0.0,1
L-01564,2026-06-22,22.0,2,High School,11.5,1.73,8,1,69.0,0.0,Laptop,instagram,free,21.0,No,47.4,-,0.0,0
L-01270,2026-06-15,20.0,1,Bachelors,7.1,1.35,2,4,12.5,0.0,Laptop,youtube,free,10.0,0,,requested extension,0.0,0
L-01232,2026-05-18,22.0,2,High School,11.3,0.0,1,1,0.0,0.0,Mobile,friend,scholarship,14.0,No,,,0.0,0
L-02159,2026-01-26,16.0,3,Bachelors,7.1,0.41,2,5,27.5,1.0,Laptop,ngo_outreach,free,12.0,FALSE,,,0.0,1
L-01162,2026-06-27,22.0,2,Bachelors,11.7,4.36,8,2,89.0,1.0,Desktop,school_partner,free,16.0,yes,70.5,called on phone,1.0,0
L-00355,2026-02-02,21.0,1,Diploma,8.5,4.47,3,4,19.3,0.0,Mobile,school_partner,free,17.0,0,,,0.0,0
L-01244,2026-02-17,19.0,Unknown,Bachelors,4.6,1.3,3,5,52.5,0.0,Mobile,friend,free,12.0,N,,called on phone,0.0,1
L-00420,2026-03-18,23.0,2,Bachelors,7.7,3.85,5,6,33.0,-1.0,Mobile,youtube,free,14.0,Y,83.1,,1.0,0
L-02261,2026-01-22,26.0,1,Diploma,5.1,2.95,4,3,31.5,0.0,Laptop,youtube,scholarship,12.0,yes,81.5,,1.0,1
L-01857,2026-05-19,17.0,2,Diploma,9.9,5.36,8,0,89.6,0.0,Laptop,friend,free,7.0,1,88.9,,1.0,0
L-02575,2026-01-25,21.0,1,High School,12.9,0.35,4,2,11.6,0.0,Laptop,ngo_outreach,scholarship,12.0,no,,,0.0,1
L-00102,2026-05-07,26.0,1,Bachelors,4.1,1.84,4,1,59.0,1.0,Laptop,ngo_outreach,paid,12.0,no,50.9,requested extension,0.0,1
L-00061,2026-06-17,27.0,1,Masters,5.3,2.62,0,4,49.3,1.0,Laptop,youtube,free,18.0,FALSE,,,0.0,0
L-01100,2026-05-05,22.0,2,Bachelors,4.9,3.42,7,5,32.1,0.0,Tablet,ngo_outreach,free,13.0,no,,-,0.0,0
L-01896,2026-06-15,27.0,3,Diploma,5.1,3.13,5,5,60.6,1.0,Laptop,school_partner,scholarship,12.0,TRUE,84.0,-,1.0,1
L-01676,2026-06-21,23.0,1,Diploma,5.1,3.42,4,13,79.2,1.0,Laptop,instagram,free,14.0,Yes,85.2,asked about certificate,1.0,0
L-00434,2026-06-02,27.0,2,Bachelors,9.7,3.16,7,4,59.1,1.0,Mobile,school_partner,free,17.0,yes,62.2,-,1.0,0
L-00620,2026-06-11,22.0,3,High School,10.1,2.35,2,2,71.2,0.0,Mobile,instagram,free,12.0,no,,called on phone,0.0,1
L-01185,2026-01-17,21.0,3,Bachelors,4.6,2.9,0,4,26.9,1.0,Mobile,school_partner,scholarship,12.0,No,,-,0.0,1
L-00168,2026-02-04,19.0,3,Bachelors,5.6,4.56,4,3,71.8,0.0,Laptop,youtube,scholarship,16.0,TRUE,58.5,follow up next intake,1.0,0
L-01911,2026-01-24,22.0,1,Bachelors,7.7,4.76,5,1,55.8,0.0,Mobile,instagram,free,12.0,0,49.4,,0.0,1
L-00647,2026-05-19,23.0,3,High School,2.0,1.42,1,5,26.8,0.0,Desktop,school_partner,free,12.0,FALSE,,-,0.0,1
L-00428,2026-05-27,15.0,3,Diploma,8.1,2.66,3,4,42.6,0.0,Mobile,instagram,free,12.0,N,,,0.0,1
L-01534,2026-01-06,25.0,2,Bachelors,5.7,0.99,2,2,30.3,0.0,Mobile,friend,scholarship,12.0,no,,follow up next intake,0.0,0
L-01085,2026-05-17,24.0,1,Diploma,10.7,3.45,5,7,63.0,0.0,Laptop,instagram,free,12.0,TRUE,76.4,-,1.0,1
L-00675,2026-01-01,22.0,2,High School,7.5,4.75,7,4,81.8,-1.0,Laptop,friend,free,3.0,Yes,79.8,called on phone,1.0,0
L-00736,2026-02-12,25.0,1,High School,1.0,2.79,0,3,27.0,0.0,Mobile,youtube,free,12.0,TRUE,62.8,,1.0,1
L-01181,2026-06-11,20.0,2,Unknown,12.4,4.42,4,5,26.4,1.0,Mobile,youtube,scholarship,12.0,Yes,82.1,,1.0,1
L-01889,2026-01-23,17.0,2,Diploma,8.1,4.92,6,5,45.5,0.0,Desktop,ngo_outreach,free,10.0,Yes,75.5,follow up next intake,1.0,0
L-01767,2026-01-14,18.0,3,Bachelors,6.3,3.86,6,4,58.5,0.0,Mobile,instagram,paid,12.0,No,,called on phone,0.0,0
L-01947,2026-03-19,23.0,2,High School,6.9,4.05,7,5,100.0,0.0,Laptop,instagram,scholarship,11.0,0,,requested extension,0.0,0
L-01940,2026-06-11,16.0,3,Masters,9.5,3.11,0,6,12.9,1.0,Desktop,friend,paid,18.0,N,,,0.0,0
L-02287,2026-03-11,24.0,2,Bachelors,7.1,3.05,0,0,45.5,0.0,Mobile,youtube,paid,12.0,N,,,0.0,1
L-01813,2026-05-21,28.0,1,Diploma,4.1,2.17,5,2,16.7,0.0,Mobile,instagram,free,12.0,FALSE,,-,0.0,1
L-00288,2026-03-23,18.0,3,Bachelors,4.5,4.07,5,2,67.2,0.0,Laptop,other,free,12.0,0,,,0.0,0
L-00490,2026-03-08,21.0,3,Diploma,8.6,0.92,1,3,61.0,0.0,Mobile,youtube,paid,12.0,no,41.4,,0.0,1
L-00336,2026-02-11,20.0,2,Diploma,1.0,3.55,3,1,64.6,0.0,Tablet,youtube,scholarship,12.0,FALSE,78.0,called on phone,1.0,1
L-01710,2026-01-12,17.0,2,Unknown,10.7,2.12,4,10,29.4,0.0,Desktop,school_partner,scholarship,6.0,FALSE,,,0.0,0
L-02301,2026-01-13,27.0,2,Bachelors,1.0,5.13,5,7,50.8,0.0,Mobile,other,paid,12.0,0,,,0.0,0
L-02797,2026-04-04,17.0,3,High School,7.0,3.46,4,3,48.6,1.0,Tablet,other,paid,19.0,0,,,0.0,0
L-01786,2026-06-23,27.0,2,Masters,10.1,5.26,4,4,86.2,0.0,Desktop,instagram,paid,5.0,1,69.9,called on phone,1.0,0
L-02474,2026-06-07,26.0,1,Masters,6.2,3.53,5,9,98.8,0.0,Laptop,ngo_outreach,free,12.0,Yes,77.2,duplicate?  check,1.0,1
L-00131,2026-01-16,15.0,1,Bachelors,1.0,3.99,3,1,47.2,1.0,Mobile,friend,paid,12.0,Yes,86.9,,1.0,0
L-02224,2026-01-09,15.0,3,Diploma,5.5,2.36,4,1,58.7,1.0,Mobile,friend,free,12.0,0,,duplicate?  check,0.0,1
L-00621,2026-01-09,23.0,2,Bachelors,1.1,2.0,1,6,12.0,1.0,Laptop,instagram,free,15.0,No,,-,0.0,0
L-00305,2026-06-13,18.0,2,Bachelors,13.1,6.3,6,5,53.1,0.0,Mobile,youtube,free,10.0,0,,follow up next intake,0.0,0
L-02446,2026-04-15,22.0,1,High School,13.2,3.13,4,1,68.1,0.0,Tablet,instagram,free,15.0,N,,,0.0,0
L-02015,2026-01-13,29.0,3,Diploma,10.9,4.29,5,6,53.9,0.0,Mobile,friend,free,12.0,No,,asked about certificate,0.0,1
L-00568,2026-02-21,19.0,1,Diploma,5.7,3.32,3,8,38.2,1.0,Tablet,ngo_outreach,scholarship,12.0,no,,,0.0,1
L-01983,2026-04-23,21.0,2,High School,7.0,0.87,1,1,48.3,0.0,Laptop,school_partner,free,12.0,No,,,0.0,1
L-00641,2026-05-09,21.0,1,Bachelors,10.7,2.59,0,3,45.5,-1.0,Laptop,school_partner,free,12.0,FALSE,,,0.0,1
L-00481,2026-02-27,21.0,1,High School,5.8,2.17,0,4,1.9,1.0,Mobile,ngo_outreach,paid,12.0,FALSE,,requested extension,0.0,1
L-02293,2026-06-10,16.0,2,High School,4.0,0.98,4,5,67.0,0.0,Mobile,school_partner,free,18.0,Y,84.0,,1.0,0
L-01197,2026-04-12,23.0,1,Bachelors,3.7,2.63,4,2,25.0,1.0,Desktop,school_partner,free,19.0,no,,asked about certificate,0.0,0
L-01777,2026-02-22,18.0,2,Diploma,11.6,3.22,8,0,86.4,0.0,Laptop,instagram,free,15.0,FALSE,,,0.0,0
L-00210,2026-03-19,25.0,1,Bachelors,6.1,0.55,1,1,50.9,1.0,Mobile,instagram,free,17.0,FALSE,38.2,duplicate?  check,0.0,0
L-00762,2026-06-05,21.0,2,Diploma,11.6,2.18,2,6,45.5,1.0,Tablet,friend,scholarship,12.0,No,29.0,,0.0,1
L-00848,2026-03-27,18.0,2,High School,11.1,3.51,4,0,77.7,0.0,Mobile,instagram,scholarship,20.0,TRUE,56.3,,1.0,0
L-01338,2026-05-16,29.0,3,Bachelors,1.0,2.14,2,1,5.8,0.0,Mobile,friend,paid,12.0,0,,asked about certificate,0.0,0
L-01773,2026-03-07,17.0,2,Bachelors,6.7,1.69,0,6,27.5,0.0,Mobile,other,scholarship,12.0,no,,,0.0,1
L-01190,2026-03-24,25.0,3,High School,7.8,3.46,1,4,36.5,0.0,Mobile,friend,scholarship,6.0,no,,asked about certificate,0.0,0
L-01010,2026-03-28,15.0,3,Diploma,2.5,4.84,6,6,25.7,1.0,Desktop,instagram,free,12.0,0,,duplicate?  check,0.0,1
L-02565,2026-05-08,21.0,3,High School,11.6,5.11,9,5,46.2,0.0,Mobile,school_partner,paid,4.0,Yes,72.0,,1.0,0
L-01056,2026-04-15,21.0,1,Bachelors,11.2,1.5,0,0,21.8,1.0,Laptop,youtube,free,20.0,0,,asked about certificate,0.0,0
L-00191,2026-03-16,20.0,2,Bachelors,4.4,0.4,0,1,45.5,1.0,Laptop,friend,scholarship,21.0,no,,,0.0,0
L-00575,2026-03-16,24.0,2,Diploma,7.1,1.08,0,4,25.2,0.0,Mobile,school_partner,scholarship,14.0,no,54.5,,0.0,0
L-00043,2026-02-21,15.0,2,Diploma,12.9,3.35,8,7,78.6,1.0,Mobile,ngo_outreach,scholarship,9.0,TRUE,94.6,,1.0,0
L-01333,2026-01-21,20.0,2,Bachelors,11.6,3.43,1,7,22.2,1.0,Mobile,instagram,scholarship,21.0,No,42.2,asked about certificate,0.0,0
L-00430,2026-06-02,17.0,1,Bachelors,3.1,3.13,0,4,35.1,-1.0,Desktop,instagram,scholarship,12.0,No,,called on phone,0.0,1
L-00126,2026-04-11,24.0,2,Diploma,6.8,1.7,3,5,52.4,0.0,Mobile,youtube,paid,14.0,no,,called on phone,0.0,0
L-01615,2026-02-16,21.0,2,Diploma,5.9,1.98,6,0,64.2,0.0,Laptop,friend,free,12.0,FALSE,,called on phone,0.0,0
L-01572,2026-06-23,21.0,3,Bachelors,8.8,3.79,2,3,49.4,0.0,Mobile,school_partner,scholarship,12.0,N,,,0.0,1
L-01779,2026-04-09,22.0,1,High School,4.4,4.89,6,7,48.8,1.0,Mobile,youtube,paid,11.0,Yes,89.4,asked about certificate,1.0,0
L-02495,2026-02-04,29.0,1,High School,10.2,3.25,6,2,31.9,1.0,Mobile,friend,free,5.0,yes,91.1,requested extension,1.0,0
L-02318,2026-05-26,23.0,3,Bachelors,2.9,0.0,0,6,30.8,0.0,Desktop,instagram,free,12.0,FALSE,,follow up next intake,0.0,1
L-00294,2026-01-18,23.0,1,Bachelors,12.6,2.17,0,2,54.6,1.0,Mobile,ngo_outreach,scholarship,12.0,No,40.3,follow up next intake,0.0,1
L-01044,2026-02-20,21.0,3,Diploma,4.9,3.3,9,5,45.5,1.0,Mobile,friend,paid,7.0,0,,asked about certificate,0.0,0
L-02188,2026-02-09,31.0,2,Diploma,11.2,1.89,2,1,20.5,0.0,Laptop,youtube,free,12.0,No,,requested extension,0.0,1
L-01191,2026-02-06,19.0,3,Masters,8.2,2.92,0,3,64.6,0.0,Tablet,school_partner,paid,12.0,Yes,80.1,requested extension,1.0,1
L-01705,2026-06-19,25.0,1,Diploma,2.9,0.52,3,3,10.5,1.0,Mobile,youtube,scholarship,10.0,No,,,0.0,0
L-00045,2026-02-06,22.0,2,Bachelors,7.3,5.67,6,7,83.1,1.0,Mobile,friend,free,19.0,Yes,67.9,,1.0,0
L-02775,2026-04-06,29.0,1,High School,11.9,2.85,2,0,10.8,1.0,Mobile,instagram,free,12.0,no,,asked about certificate,0.0,1
L-02563,2026-04-08,20.0,2,Bachelors,3.7,2.24,4,2,48.5,0.0,Laptop,friend,scholarship,15.0,FALSE,,,0.0,0
L-00199,2026-01-03,20.0,2,Bachelors,5.6,0.0,4,8,50.9,0.0,Mobile,youtube,scholarship,12.0,TRUE,90.9,,1.0,1
L-02300,2026-05-21,21.0,2,Masters,7.3,1.74,3,3,61.5,0.0,Laptop,instagram,free,12.0,0,,called on phone,0.0,1
L-00692,2026-06-19,19.0,2,High School,8.2,2.47,4,2,45.5,-1.0,Mobile,other,free,5.0,No,,,0.0,0
L-01573,2026-04-18,23.0,2,Diploma,8.3,2.74,3,2,100.0,1.0,Mobile,friend,scholarship,18.0,No,,requested extension,0.0,0
L-02360,2026-01-17,22.0,3,Unknown,7.1,2.07,3,1,9.7,0.0,Mobile,youtube,paid,12.0,FALSE,29.0,follow up next intake,0.0,1
L-01593,2026-06-05,25.0,3,Masters,4.4,1.01,2,1,46.8,1.0,Mobile,school_partner,paid,16.0,No,,-,0.0,0
L-01693,2026-05-16,19.0,1,Bachelors,6.5,3.28,6,9,36.5,1.0,Tablet,friend,free,13.0,no,,,0.0,0
L-00166,2026-06-13,21.0,1,Bachelors,1.0,2.94,4,3,62.5,1.0,Mobile,instagram,free,12.0,No,,,0.0,1
L-01125,2026-04-17,28.0,2,High School,15.5,5.14,4,2,48.5,0.0,Mobile,other,paid,6.0,No,,requested extension,0.0,0
L-02435,2026-06-04,22.0,1,Bachelors,1.9,2.25,4,2,34.9,1.0,Laptop,friend,free,14.0,No,,asked about certificate,0.0,0
L-01770,2026-02-23,15.0,1,Bachelors,6.5,0.92,4,4,11.8,1.0,Laptop,school_partner,scholarship,3.0,Y,62.4,requested extension,1.0,0
L-01603,2026-05-17,28.0,2,High School,10.4,5.18,6,1,93.9,1.0,Mobile,friend,free,2.0,Y,75.3,-,1.0,0
L-01694,2026-01-23,24.0,1,High School,10.0,4.77,8,3,82.4,0.0,Mobile,friend,paid,2.0,TRUE,78.1,asked about certificate,1.0,0
L-00560,2026-06-27,22.0,1,High School,7.1,4.14,5,3,45.1,0.0,Mobile,friend,free,4.0,Y,88.0,-,1.0,0
L-00454,2026-04-17,21.0,1,Unknown,6.0,3.55,7,4,52.8,0.0,Mobile,instagram,free,11.0,No,,,0.0,0
L-01557,2026-02-11,21.0,2,High School,8.0,3.13,0,2,22.4,1.0,Laptop,school_partner,free,12.0,no,,,0.0,1
L-01022,2026-02-25,16.0,1,Bachelors,11.9,3.2,5,1,77.9,1.0,Laptop,ngo_outreach,free,12.0,yes,83.9,asked about certificate,1.0,1
L-00543,2026-03-27,22.0,1,High School,8.4,6.31,3,3,65.7,0.0,Laptop,school_partner,free,6.0,FALSE,,requested extension,0.0,0
L-02720,2026-04-09,23.0,2,Diploma,3.7,2.89,3,4,75.9,0.0,Mobile,ngo_outreach,free,18.0,no,,,0.0,0
L-02524,2026-06-22,25.0,1,Masters,10.7,2.79,5,9,32.9,1.0,Laptop,ngo_outreach,paid,14.0,Y,71.0,asked about certificate,1.0,0
L-01952,2026-02-20,15.0,2,Diploma,3.5,4.32,5,2,24.3,1.0,Mobile,instagram,free,10.0,no,,,0.0,0
L-00870,2026-01-11,21.0,1,Diploma,8.9,2.55,7,2,92.1,0.0,Mobile,friend,paid,5.0,No,,,0.0,0
L-02386,2026-01-26,22.0,1,High School,8.6,2.43,7,6,60.2,1.0,Mobile,school_partner,paid,12.0,TRUE,81.7,,1.0,1
L-00937,2026-04-12,18.0,2,Diploma,12.6,3.27,3,2,26.6,0.0,Mobile,instagram,scholarship,21.0,FALSE,,asked about certificate,0.0,0
L-02332,2026-05-08,23.0,2,High School,5.7,3.97,8,5,65.9,0.0,Mobile,instagram,paid,18.0,Yes,82.6,follow up next intake,1.0,0
L-01260,2026-02-23,16.0,3,High School,5.8,4.97,2,2,44.1,0.0,Mobile,ngo_outreach,free,11.0,0,,,0.0,0
L-01541,2026-06-21,21.0,1,Bachelors,10.2,4.32,7,6,90.7,1.0,Laptop,friend,free,2.0,yes,87.7,follow up next intake,1.0,0
L-00500,2026-05-28,23.0,1,High School,6.2,1.71,2,1,61.9,0.0,Laptop,ngo_outreach,paid,19.0,1,85.6,duplicate?  check,1.0,0
L-00253,2026-06-04,15.0,3,Bachelors,5.3,2.72,5,6,25.0,0.0,Mobile,youtube,free,12.0,FALSE,,follow up next intake,0.0,1
